Rk,Name,Age,Tm,IP,G,GS,Wgs,Lgs,ND,Wchp,Ltuf,Wtm,Ltm,tmW-L%,Wlst,Lsv,CG,SHO,QS,QS%,GmScA,Best,Wrst,BQR,BQS,sDR,lDR,RS/GS,RS/IP,IP/GS,Pit/GS,<80,80-99,100-119,≥120,Max,Name-additional
210,Jesús Luzardo*,24,MIA,100.1,18,18,4,7,7,1,2,4,14,0.222,4,2,0,0,11,61%,58.4,80,28,10,6,0,10,2.6,2.7,5.6,91,2,12,4,0,102,luzarje01
211,Jordan Lyles,31,BAL,179,32,32,12,11,9,4,2,17,15,0.531,2,2,1,0,13,41%,49,83,15,24,8,1,14,4.9,4.2,5.6,93,3,18,11,0,117,lylesjo01
212,Daniel Lynch IV*,25,KCR,131.2,27,27,4,13,10,3,2,10,17,0.37,2,2,0,0,3,11%,45.9,73,19,17,1,0,17,3.5,4,4.9,90,4,20,3,0,105,lynchda02
213,Lance Lynn,35,CHW,121.2,21,21,8,7,6,1,1,12,9,0.571,2,2,0,0,11,52%,53,79,13,8,6,0,10,4.3,4.1,5.8,96,0,13,8,0,109,lynnla01
214,Tyler Mahle,27,TOT,120.2,23,23,6,8,9,1,0,11,12,0.478,6,2,0,0,10,43%,52.5,93,15,13,7,0,11,4.6,4.7,5.2,91,4,9,10,0,119,mahlety01
215,Tyler Mahle,27,CIN,104.1,19,19,5,7,7,1,0,8,11,0.421,5,2,0,0,9,47%,52.7,93,15,13,7,0,8,4.8,4.4,5.5,97,2,7,10,0,119,mahlety01
216,Tyler Mahle,27,MIN,16.1,4,4,1,1,2,0,0,3,1,0.75,1,0,0,0,1,25%,51.8,70,30,0,0,0,3,3.6,6.2,4.1,62,2,2,0,0,86,mahlety01
217,Sean Manaea*,30,SDP,158,30,28,8,9,11,0,2,13,15,0.464,4,6,0,0,16,57%,49.2,83,16,13,8,0,20,4.6,3.5,5.5,86,11,13,4,0,112,manaese01
218,Matt Manning,24,DET,63,12,12,2,3,7,0,1,6,7,0.462,1,2,0,0,6,50%,53.5,76,15,5,3,0,7,3,3.4,5.3,83,4,7,1,0,102,mannima02
219,Alek Manoah,24,TOR,196.2,31,31,16,7,8,0,3,18,13,0.581,2,5,0,0,25,81%,61.6,77,41,9,2,0,19,4.2,3.7,6.3,95,1,22,8,0,113,manoaal01
220,Germán Márquez,27,COL,181.2,31,31,9,13,9,0,5,16,15,0.516,3,3,0,0,17,55%,48.6,78,11,12,4,0,18,4.6,4.1,5.9,92,5,16,10,0,105,marquge01
221,Brett Martin*,27,TEX,50,55,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0%,49,49,49,4,1,1,0,3.4,0,1,17,1,0,0,0,17,martibr01
222,Corbin Martin,26,ARI,22.1,7,2,0,1,1,0,0,0,2,0,0,0,0,0,0,0%,42.5,46,39,2,2,0,2,2.5,2.3,4,80,1,1,0,0,89,martico02
223,Davis Martin,25,CHW,63.1,14,9,2,6,1,2,1,3,6,0.333,1,1,0,0,2,22%,46,66,4,8,3,0,8,2.5,2.4,4.9,84,2,6,1,0,103,martida03
224,Adrián Martinez,25,OAK,57.2,12,12,4,6,2,3,0,5,7,0.417,1,1,0,0,1,8%,43.3,68,6,12,5,0,10,4.1,4.1,4.8,85,2,10,0,0,97,martiad01
225,Nick Martinez,31,SDP,106.1,47,10,2,3,5,1,1,5,5,0.5,1,3,0,0,2,20%,49.1,68,34,10,1,0,8,3.3,2.8,5.2,91,1,6,3,0,106,martini01
226,Steven Matz*,31,STL,48,15,10,4,3,3,3,1,7,3,0.7,1,1,0,0,2,20%,48.4,69,14,8,2,0,4,5.9,4.8,4.3,85,3,5,1,0,101,matzst01
227,Dustin May,24,LAD,30,6,6,2,3,1,2,1,2,4,0.333,0,0,0,0,1,17%,51.8,72,30,2,2,0,5,3.2,4.7,5,79,3,3,0,0,87,maydu01
228,Mike Mayers,30,LAA,50.2,24,3,0,1,2,0,0,1,2,0.333,1,0,0,0,0,0%,48,65,24,7,3,0,3,3.7,3.2,4.9,80,2,1,0,0,89,mayermi01
229,Kirk McCarty*,26,CLE,37.2,13,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0%,34,38,30,0,0,0,2,3.5,2,4.5,78,1,1,0,0,85,mccarki01
230,Shane McClanahan*,25,TBR,166.1,28,28,12,8,8,2,1,16,13,0.552,2,1,0,0,18,64%,61.8,84,30,9,5,0,17,3.7,3.2,5.9,88,4,22,2,0,100,mcclash01
231,Lance McCullers Jr.,28,HOU,47.2,8,8,4,2,2,1,1,5,3,0.625,0,2,0,0,5,63%,59.9,69,44,1,0,0,8,3.7,2.6,6,95,0,6,2,0,105,mcculla02
232,Triston McKenzie,24,CLE,191.1,31,30,11,10,9,0,4,19,11,0.633,2,4,0,0,18,60%,60.7,85,25,9,0,0,20,4.2,4,6.3,92,3,21,6,0,109,mckentr01
233,John Means*,29,BAL,8,2,2,0,0,2,0,0,0,2,0,0,2,0,0,0,0%,50.5,51,50,0,0,0,1,1.5,0,4,68,1,1,0,0,84,meansjo01
234,Tylor Megill,26,NYM,47.1,15,9,4,2,3,3,0,7,2,0.778,0,0,0,0,1,11%,50.7,69,6,12,6,0,5,4.3,4,4.6,77,5,4,0,0,94,megilty01
235,Daniel Mengden,29,KCR,7,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,37,37,37,3,0,0,1,1,3,2.7,54,1,0,0,0,54,mengdda01
236,Julian Merryweather,30,TOR,26.2,26,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,46,46,46,3,0,1,0,2,0,1,16,1,0,0,0,16,merryju01
237,Max Meyer,23,MIA,6,2,2,0,1,1,0,0,0,2,0,0,0,0,0,0,0%,45,52,38,3,2,0,2,0,0,3,45,2,0,0,0,79,meyerma01
238,Miles Mikolas,33,STL,202.1,33,32,12,13,7,2,8,18,14,0.563,1,1,1,0,22,69%,56.4,85,-8,18,4,0,15,4.8,4.1,6.2,97,2,18,11,1,129,mikolmi01
239,Wade Miley*,35,CHC,37,9,8,1,2,5,0,0,3,5,0.375,0,3,0,0,2,25%,50.4,81,25,4,2,0,6,4.1,4.1,4.4,69,6,2,0,0,83,mileywa01
240,Tyson Miller,26,TEX,10.2,4,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0%,18,18,18,3,0,0,0,2.5,0,2.3,64,1,1,0,0,88,millety01
241,Alec Mills,30,CHC,17.2,7,2,0,0,2,0,0,2,0,1,0,1,0,0,0,0%,38,50,26,3,0,0,2,4.5,0,1.5,29,2,0,0,0,51,millsal02
242,Mike Minor*,34,CIN,98,19,19,4,12,3,3,1,4,15,0.211,0,1,0,0,2,11%,42.2,64,25,7,1,0,12,3.3,4.3,5.2,92,1,13,5,0,110,minormi01
243,Casey Mize,25,DET,10,2,2,0,1,1,0,0,1,1,0.5,0,0,0,0,0,0%,43,47,39,0,0,0,1,3,1.7,5,85,0,2,0,0,88,mizeca01
244,Frankie Montas,29,TOT,144.1,27,27,5,12,10,3,5,8,19,0.296,2,2,0,0,10,37%,52.5,84,24,10,5,0,13,3.2,2.6,5.3,86,7,12,8,0,106,montafr02
245,Frankie Montas,29,OAK,104.2,19,19,4,9,6,2,5,5,14,0.263,2,1,0,0,10,53%,56.3,84,32,5,4,0,8,2.9,2,5.5,86,4,8,7,0,105,montafr02
246,Frankie Montas,29,NYY,39.2,8,8,1,3,4,1,0,3,5,0.375,0,1,0,0,0,0%,43.6,72,24,5,1,0,5,3.9,4.1,5,87,3,4,1,0,106,montafr02
247,Jordan Montgomery*,29,TOT,178.1,32,32,9,6,17,2,1,17,15,0.531,5,7,1,1,14,44%,54.8,92,26,18,3,0,18,4.6,4.2,5.6,85,9,21,2,0,108,montgjo01
248,Jordan Montgomery*,29,NYY,114.2,21,21,3,3,15,0,1,9,12,0.429,5,6,0,0,9,43%,53.9,72,31,13,3,0,12,4.6,4.2,5.5,82,9,12,0,0,97,montgjo01
249,Jordan Montgomery*,29,STL,63.2,11,11,6,3,2,2,0,8,3,0.727,0,1,1,1,5,45%,56.5,92,26,5,0,0,6,4.7,4.1,5.8,91,0,9,2,0,108,montgjo01
250,Dauri Moreta,26,CIN,38.1,35,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,40,40,40,5,3,1,0,5,,0.3,10,1,0,0,0,10,moretda01
251,Eli Morgan,26,CLE,66.2,50,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,52,52,52,5,2,0,0,1,0,3,51,1,0,0,0,51,morgael01
252,Cody Morris,25,CLE,23.2,7,5,1,2,2,1,1,2,3,0.4,0,2,0,0,1,20%,53,61,39,1,0,0,2,2.3,0.9,4.1,70,3,2,0,0,81,morrico01
253,Charlie Morton,38,ATL,172,31,31,9,6,16,7,0,18,13,0.581,6,4,0,0,9,29%,53.5,84,29,26,6,0,20,5.3,4.8,5.5,93,3,21,7,0,107,mortoch02
254,Kyle Muller*,24,ATL,12.1,3,3,1,1,1,1,0,2,1,0.667,0,0,0,0,0,0%,41,57,19,4,3,0,3,5.3,6.9,4.1,78,2,1,0,0,86,mulleky01
255,Penn Murfee,28,SEA,69.1,64,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0%,55,55,55,6,0,1,0,0,0,2,34,1,0,0,0,34,murfepe01
256,Joe Musgrove,29,SDP,181,30,30,10,7,13,0,3,19,11,0.633,4,3,0,0,21,70%,58,83,28,13,4,0,20,4.9,3.9,6,94,4,18,8,0,114,musgrjo01
257,Tommy Nance,31,MIA,43.2,35,2,0,1,1,0,0,0,2,0,0,0,0,0,0,0%,53.5,56,51,1,0,1,1,3.8,0,2.5,52,2,0,0,0,56,nanceto01
258,Packy Naughton*,26,STL,32,26,3,0,2,1,0,0,1,2,0.333,0,0,0,0,0,0%,40.3,53,28,15,4,1,2,4.2,0,2.3,41,3,0,0,0,57,naughpa01
259,Nick Neidert,25,MIA,5,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,52,52,52,0,0,0,1,0,0,5,82,0,1,0,0,82,neideni01
260,Kyle Nelson*,25,ARI,37,43,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0%,52,52,52,15,4,1,0,13,27,1,15,1,0,0,0,15,nelsoky01
261,Nick Nelson,26,PHI,68.2,47,2,0,1,1,0,0,0,2,0,0,0,0,0,0,0%,47,49,45,15,7,1,1,2,3.6,2,43,2,0,0,0,43,nelsoni01
262,Ryne Nelson,24,ARI,18.1,3,3,1,1,1,0,0,1,2,0.333,0,0,0,0,2,67%,65,76,47,0,0,0,3,2,1,6.1,84,0,3,0,0,87,nelsory01
263,Sean Newcomb*,29,TOT,27.2,20,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0%,,42,42,6,3,0,1,2,3,3,56,1,0,0,0,56,newcose01
264,Sean Newcomb*,29,CHC,22.2,17,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0%,42,42,42,5,3,0,1,2,3,3,56,1,0,0,0,56,newcose01
265,Aaron Nola,29,PHI,205,32,32,11,13,8,3,4,15,17,0.469,4,2,2,1,18,56%,60.6,88,15,13,4,0,18,4.5,4,6.4,95,3,18,11,0,110,nolaaa01
266,Daniel Norris*,29,TOT,58.2,41,3,0,1,2,0,0,0,3,0,1,0,0,0,0,0%,50.6,57,40,10,6,0,2,2,3.3,3.7,62,2,1,0,0,89,norrida01
267,Daniel Norris*,29,CHC,30,27,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,40,40,40,9,6,0,1,2,9,1.3,32,1,0,0,0,32,norrida01
268,Daniel Norris*,29,DET,28.2,14,2,0,0,2,0,0,0,2,0,1,0,0,0,0,0%,56,57,55,1,0,0,1,2,2.7,4.8,77,1,1,0,0,89,norrida01
269,Bailey Ober,26,MIN,56,11,11,2,3,6,1,1,6,5,0.545,1,2,0,0,2,18%,54.9,83,38,2,0,0,7,4.6,4.1,5.1,78,7,4,0,0,91,oberba01
270,Jake Odorizzi,32,TOT,106.1,22,22,6,6,10,2,0,11,11,0.5,2,6,0,0,5,23%,48.9,79,13,18,6,0,18,4.2,3.4,4.8,82,8,14,0,0,98,odorija01
271,Jake Odorizzi,32,HOU,60,12,12,4,3,5,1,0,7,5,0.583,2,2,0,0,4,33%,52.1,79,26,10,6,0,11,4.6,4.4,5,79,5,7,0,0,98,odorija01
272,Jake Odorizzi,32,ATL,46.1,10,10,2,3,5,1,0,4,6,0.4,0,4,0,0,1,10%,45.1,67,13,8,0,0,7,3.7,2.3,4.6,85,3,7,0,0,96,odorija01
273,Shohei Ohtani,27,LAA,166,28,28,15,9,4,4,1,16,12,0.571,0,1,0,0,16,57%,62.7,90,28,10,2,0,28,3.6,3.5,5.9,94,4,14,10,0,111,ohtansh01
274,Adam Oller,27,OAK,74.1,19,14,2,8,4,1,1,4,10,0.286,0,2,0,0,3,21%,42.1,80,23,6,5,0,9,3.2,2.6,4.7,81,7,6,1,0,111,ollerad01
275,Luis Ortiz,23,PIT,16,4,4,0,2,2,0,0,1,3,0.25,1,1,0,0,0,0%,52.3,69,19,2,1,0,3,3.8,0.6,4,69,2,2,0,0,83,ortizlu03
276,Glenn Otto,26,TEX,135.2,27,27,7,10,10,4,4,12,15,0.444,4,3,0,0,8,30%,49.3,63,14,7,2,0,14,4.1,4,5,83,9,18,0,0,99,ottogl01
277,Connor Overton,28,CIN,33,6,4,1,0,3,0,0,3,1,0.75,2,0,0,0,2,50%,60.3,66,52,5,2,0,2,5.3,3.1,6.2,85,2,2,0,0,98,overtco01
278,Johan Oviedo,24,TOT,56,21,8,2,3,3,1,1,3,5,0.375,0,2,0,0,2,25%,51.8,78,34,5,2,0,5,2.8,2.8,4.5,80,4,2,2,0,103,oviedjo01
279,Johan Oviedo,24,STL,25.1,14,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,41,41,41,2,0,0,1,1,0,5,103,0,0,1,0,103,oviedjo01
280,Johan Oviedo,24,PIT,30.2,7,7,2,2,3,1,1,3,4,0.429,0,2,0,0,2,29%,53.4,78,34,3,2,0,4,3.1,3.3,4.4,77,4,2,1,0,103,oviedjo01
281,Chris Paddack,26,MIN,22.1,5,5,1,2,2,1,0,3,2,0.6,1,0,0,0,0,0%,50.2,60,39,5,2,0,5,2.3,2.5,4.5,73,3,2,0,0,87,paddach01
282,Andre Pallante,23,STL,108,47,10,3,3,4,2,1,5,5,0.5,1,1,0,0,3,30%,49.5,79,18,21,4,1,3,3.7,3.8,5.4,86,4,5,1,0,100,pallaan01
283,Luis Patiño,22,TBR,20,6,6,1,2,3,1,0,3,3,0.5,0,3,0,0,0,0%,39.7,63,4,4,2,0,6,4.4,1.4,3.3,64,4,2,0,0,91,patinlu01
284,Ryan Pepiot,24,LAD,36.1,9,7,2,0,5,1,0,5,2,0.714,0,3,0,0,1,14%,52,61,38,8,1,0,6,6.3,5.1,4.5,86,1,6,0,0,97,pepiory01
285,Freddy Peralta,26,MIL,78,18,17,4,3,10,3,0,8,9,0.471,2,3,0,0,4,24%,56.1,82,23,8,2,1,13,4.1,3,4.5,78,8,8,1,0,102,peralfr01
286,Wily Peralta,33,DET,38.1,28,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0%,54,54,54,2,0,1,0,0,0,2,44,1,0,0,0,44,peralwi01
287,Martín Pérez*,31,TEX,196.1,32,32,12,8,12,2,4,20,12,0.625,2,4,1,1,23,72%,56.3,76,19,7,3,0,14,5,4.3,6.1,93,5,18,9,0,108,perezma02
288,Dillon Peters*,29,PIT,39.1,22,4,0,1,3,0,0,1,3,0.25,0,0,0,0,0,0%,49,61,23,15,7,3,0,2.1,0,2.3,34,4,0,0,0,46,peterdi01
289,David Peterson*,26,NYM,105.2,28,19,6,5,8,3,0,12,7,0.632,2,1,0,0,4,21%,52.4,71,25,20,3,0,11,5.5,5.7,4.8,87,4,10,5,0,105,peterda01
290,David Phelps,35,TOR,63.2,65,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0%,51,51,51,27,6,1,0,5,9,1,14,1,0,0,0,14,phelpda01
291,Konnor Pilkington*,24,CLE,58,15,11,1,2,8,1,0,6,5,0.545,1,1,0,0,0,0%,47.2,71,32,12,3,0,10,4,4.5,4.6,85,2,9,0,0,92,pilkiko01
292,Michael Pineda,33,DET,46.2,11,11,2,7,2,2,1,4,7,0.364,0,0,0,0,1,9%,44,63,7,5,3,0,6,2.4,1,4.2,66,7,4,0,0,94,pinedmi01
293,Nick Pivetta,29,BOS,179.2,33,33,10,12,11,1,1,15,18,0.455,2,5,1,0,12,36%,50.6,87,22,16,6,0,16,5.3,4.8,5.4,93,3,18,12,0,112,pivetni01
294,Zach Plesac,27,CLE,131.2,25,24,3,12,9,0,2,9,15,0.375,4,4,0,0,11,46%,48.8,70,21,20,9,0,18,3.3,2.5,5.4,89,4,17,3,0,103,plesaza01
295,Cody Poteet,27,MIA,28,12,2,0,1,1,0,0,1,1,0.5,0,0,0,0,0,0%,47,65,29,2,0,1,1,4.8,0,3.8,53,2,0,0,0,54,poteeco01
296,Austin Pruitt,32,OAK,55.1,39,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0%,69,69,69,9,2,1,0,3,1.8,5,55,1,0,0,0,55,pruitau01
297,Cal Quantrill,27,CLE,186.1,32,32,15,5,12,6,2,22,10,0.688,0,8,0,0,17,53%,53.2,82,30,15,4,0,17,5.7,5.6,5.8,91,3,28,1,0,100,quantca01
298,José Quintana*,33,TOT,165.2,32,32,6,7,19,2,0,19,13,0.594,6,4,0,0,9,28%,53.8,84,29,26,6,0,17,4.3,3.8,5.2,85,9,18,5,0,104,quintjo01
299,José Quintana*,33,PIT,103,20,20,3,5,12,1,0,10,10,0.5,4,2,0,0,5,25%,52.2,75,30,17,3,0,11,4,3.4,5.2,87,5,13,2,0,103,quintjo01
300,José Quintana*,33,STL,62.2,12,12,3,2,7,1,0,9,3,0.75,2,2,0,0,4,33%,56.5,84,29,9,3,0,6,4.8,4.4,5.2,83,4,5,3,0,104,quintjo01
301,Cole Ragans*,24,TEX,40,9,9,0,3,6,0,0,3,6,0.333,0,4,0,0,0,0%,45.7,59,22,1,1,0,7,3.2,2,4.4,78,4,5,0,0,93,raganco01
302,Erasmo Ramírez,32,WSN,86.1,60,2,0,1,1,0,0,1,1,0.5,0,0,0,0,0,0%,42,59,25,11,3,2,0,6.4,6,3,47,2,0,0,0,54,ramirer02
303,Drew Rasmussen,26,TBR,146,28,28,11,7,10,7,2,19,9,0.679,2,1,0,0,9,32%,55.8,84,24,12,4,0,15,4.9,4.9,5.2,80,11,17,0,0,97,rasmudr01
304,Robbie Ray*,30,SEA,189,32,32,12,12,8,3,1,17,15,0.531,1,4,0,0,18,56%,56,80,16,11,0,0,16,3.8,3.1,5.9,95,1,20,11,0,115,rayro02
305,Denyi Reyes,25,BAL,7.2,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0%,49,49,49,2,0,0,1,4,9,3.7,61,1,0,0,0,61,reyesde02
306,Garrett Richards,34,TEX,42.2,32,2,0,1,1,0,0,0,2,0,0,0,0,0,0,0%,47,52,42,10,4,2,0,1.5,0,1.5,28,2,0,0,0,34,richaga01
307,Trevor Richards,29,TOR,64,62,4,0,1,3,0,0,2,2,0.5,0,0,0,0,0,0%,51.3,57,41,27,4,2,1,3.9,0,1.1,20,4,0,0,0,26,richatr01
308,Carlos Rodón*,29,SFG,178,31,31,14,8,9,3,2,16,15,0.516,5,3,1,0,16,52%,60.7,87,11,5,3,0,19,4,3.6,5.7,96,2,21,8,0,112,rodonca01
309,Eduardo Rodriguez*,29,DET,91,17,17,5,5,7,1,0,6,11,0.353,3,4,0,0,10,59%,50.3,73,28,13,3,0,10,4.2,3.4,5.4,86,4,10,3,0,104,rodried05
310,Elvin Rodriguez,24,DET,29.2,7,5,0,3,2,0,0,1,4,0.2,0,1,0,0,0,0%,33.4,62,3,6,3,0,4,1.4,0.8,4.7,79,2,3,0,0,94,rodriel02
311,Josh Rogers*,27,WSN,26.1,16,3,1,2,0,1,0,1,2,0.333,0,0,0,0,0,0%,45.3,61,36,10,3,0,1,6,5.4,4.7,74,3,0,0,0,76,rogerjo01
312,Trevor Rogers*,24,MIA,107,23,23,4,11,8,3,1,5,18,0.217,3,4,0,0,4,17%,46.5,66,18,17,5,0,14,3.6,3.1,4.7,84,5,16,2,0,103,rogertr01
313,Tommy Romero,24,TOT,8.1,4,2,0,1,1,0,0,1,1,0.5,0,1,0,0,0,0%,25,35,15,4,0,0,2,5.3,2.3,2.7,75,1,1,0,0,91,romerto01
314,Tommy Romero,24,TBR,4.2,3,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0%,35,35,35,2,0,0,1,8.4,9,1.7,59,1,0,0,0,59,romerto01
315,Tommy Romero,24,WSN,3.2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,15,15,15,2,0,0,1,2,0,3.7,91,0,1,0,0,91,romerto01
316,Kenny Rosenberg*,26,LAA,10.2,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0%,58,58,58,1,0,0,1,4,3.6,4.7,71,1,0,0,0,71,rosenke01
317,Joe Ryan,26,MIN,147,27,27,13,8,6,5,1,17,10,0.63,0,1,0,0,11,41%,55.4,84,13,12,2,0,19,4.5,3.9,5.4,89,6,14,7,0,110,ryanjo04
318,Hyun Jin Ryu*,35,TOR,27,6,6,2,0,4,1,0,4,2,0.667,0,1,0,0,1,17%,44.5,63,28,3,2,0,6,5.4,6.3,4.5,66,6,0,0,0,78,ryuhy01
319,Chris Sale*,33,BOS,5.2,2,2,0,1,1,0,0,0,2,0,1,0,0,0,0,0%,51.5,65,38,1,0,0,1,2,3,2.8,51,2,0,0,0,78,salech01
320,Adrian Sampson,30,CHC,104.1,21,19,4,5,10,1,1,11,8,0.579,1,5,0,0,7,37%,52.1,71,24,12,3,0,9,4.1,2.9,5.2,85,6,9,4,0,112,sampsad01
321,Aaron Sanchez,29,TOT,60,15,10,3,4,3,3,0,6,4,0.6,0,1,0,0,0,0%,39,57,20,10,5,0,8,7.1,7,4.4,77,6,4,0,0,89,sanchaa01
322,Aaron Sanchez,29,WSN,31.1,7,7,3,3,1,3,0,4,3,0.571,0,0,0,0,0,0%,35.1,47,20,6,4,0,6,8,9.6,4.5,76,5,2,0,0,89,sanchaa01
323,Aaron Sanchez,29,MIN,28.2,8,3,0,1,2,0,0,2,1,0.667,0,1,0,0,0,0%,48,57,42,4,1,0,2,5.1,0.7,4.2,79,1,2,0,0,81,sanchaa01
324,Aníbal Sánchez,38,WSN,69.1,14,14,4,6,4,3,1,7,7,0.5,0,2,0,0,2,14%,50.5,68,34,6,4,0,9,4.5,3,5,88,2,11,1,0,108,sanchan01
325,Cristopher Sánchez*,25,PHI,40,15,3,2,1,0,1,0,2,1,0.667,0,0,0,0,1,33%,54.7,63,46,6,5,0,3,6.8,7.6,4.4,65,2,1,0,0,83,sanchcr01
326,Patrick Sandoval*,25,LAA,148.2,27,27,6,9,12,1,4,12,15,0.444,6,3,1,1,11,41%,54.7,88,25,14,1,0,27,3.4,2.7,5.5,91,2,21,4,0,105,sandopa02
327,Cole Sands,24,MIN,30.2,11,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0%,34.7,38,30,7,1,0,2,1.3,1.6,4.1,94,0,2,1,0,101,sandsco01
328,Reiver Sanmartin*,26,CIN,57,45,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0%,20.8,35,8,23,12,0,2,3.8,2,2.8,62,3,1,0,0,86,sanmare01
329,Dennis Santana,26,TEX,58.2,63,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,51,51,51,21,11,1,0,3,0,2,36,1,0,0,0,36,santade01
330,Josh Sborz,28,TEX,22.1,19,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0%,51,51,51,6,4,0,1,2,0,1,16,1,0,0,0,16,sborzjo01
331,Max Scherzer,37,NYM,145.1,23,23,11,5,7,4,3,14,9,0.609,1,0,0,0,16,70%,63.8,82,39,8,3,0,14,4.8,4.2,6.3,94,3,11,9,0,112,scherma01
332,Clarke Schmidt,26,NYY,57.2,29,3,0,2,1,0,0,1,2,0.333,0,0,0,0,0,0%,49,61,37,14,4,0,2,1.4,0.7,3.9,65,2,1,0,0,83,schmicl01
333,Connor Seabold,26,BOS,18.1,5,5,0,4,1,0,0,1,4,0.2,0,0,0,0,0,0%,30.8,48,12,1,0,0,3,3.8,2.5,3.7,75,3,2,0,0,86,seaboco01
334,JP Sears*,26,TOT,70,17,11,5,3,3,5,1,6,5,0.545,0,2,0,0,2,18%,48.1,67,17,7,4,0,8,3.7,2.3,4.8,77,7,4,0,0,86,searsjp01
335,JP Sears*,26,NYY,22,7,2,2,0,0,2,0,2,0,1,0,0,0,0,0,0%,63.5,64,63,4,1,0,2,2.3,3.6,5.3,81,1,1,0,0,84,searsjp01
336,JP Sears*,26,OAK,48,10,9,3,3,3,3,1,4,5,0.444,0,2,0,0,2,22%,44.7,67,17,3,3,0,6,4,2,4.7,77,6,3,0,0,86,searsjp01
337,Antonio Senzatela,27,COL,92.1,19,19,3,7,9,1,1,8,11,0.421,1,2,0,0,8,42%,43.2,61,21,13,6,0,14,4.3,4.2,4.9,80,4,13,2,0,102,senzaan01
338,Luis Severino,28,NYY,102,19,19,7,3,9,3,2,13,6,0.684,2,4,0,0,8,42%,58.1,84,31,7,5,0,15,5.4,3.5,5.4,86,5,11,3,0,103,severlu01
339,Bryan Shaw,34,CLE,58.1,60,2,0,0,2,0,0,2,0,1,0,0,0,0,0,0%,43,44,42,16,7,1,0,6.5,14.4,2.2,45,2,0,0,0,50,shawbr01
340,Justus Sheffield*,26,SEA,11.2,6,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0%,33,33,33,0,0,0,1,10.1,7.2,5,99,0,1,0,0,99,sheffju01
341,Chase Silseth,22,LAA,28.2,7,7,1,3,3,0,0,2,5,0.286,0,1,0,0,1,14%,43.1,72,31,6,2,0,7,3,3.7,4.1,72,5,2,0,0,93,silsech01
342,Brady Singer,25,KCR,153.1,27,24,10,5,9,2,0,15,9,0.625,2,3,0,0,14,58%,57.2,84,27,15,7,0,15,4.5,4.3,6.2,95,1,18,5,0,110,singebr01
343,Tarik Skubal*,25,DET,117.2,21,21,7,8,6,0,0,10,11,0.476,1,3,0,0,10,48%,54.5,78,30,5,2,0,9,3.7,3,5.6,91,4,12,5,0,108,skubata01
344,Ethan Small*,25,MIL,6.1,2,2,0,0,2,0,0,2,0,1,0,1,0,0,0,0%,41,42,40,4,0,0,2,7.1,9,3.2,66,2,0,0,0,69,smallet01
345,Devin Smeltzer*,26,MIN,70.1,15,12,4,2,6,1,1,5,7,0.417,1,2,0,0,6,50%,50.5,78,15,5,1,0,7,4.2,5.2,5.2,84,4,7,1,0,101,smeltde01
346,Caleb Smith*,30,ARI,70,44,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,30,30,30,9,1,0,1,5,0,1,41,1,0,0,0,41,smithca03
347,Drew Smyly*,33,CHC,106.1,22,22,7,8,7,4,1,10,12,0.455,1,0,0,0,5,23%,52.2,79,19,15,7,0,14,3.3,4.6,4.8,82,8,10,4,0,106,smylydr01
348,Blake Snell*,29,SDP,128,24,24,8,10,6,1,2,10,15,0.4,1,4,0,0,11,46%,56.8,84,24,16,7,0,17,3.8,3.4,5.3,98,1,14,9,0,117,snellbl01
349,Gabe Speier*,27,KCR,19.1,17,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0%,57,57,57,4,0,1,0,8,0,2,17,1,0,0,0,17,speiega01
350,Jeffrey Springs*,29,TBR,135.1,33,25,8,5,12,6,1,17,8,0.68,2,3,0,0,6,24%,56,71,38,12,1,0,16,3.9,3.6,5,80,8,16,1,0,102,sprinje01
